organ,drug,dose_mg,duration_h,oxygen,ph,viability,lactate,toxic_metabolites,heartbeat,contractility,filtration,glucose,label
heart,Drug A,29.52,15.92,100.0,7.368,97.51,0.99,1.16,81.47,93.27,118.2,95.45,Normal
lungs,Drug A,16.14,1.61,97.79,7.338,100.0,0.91,0.85,78.5,93.81,100.0,92.7,Normal
liver,Drug A,53.38,9.83,97.35,7.411,96.19,1.25,1.35,71.93,93.41,101.04,92.25,Normal
kidney,Drug C,27.34,7.02,90.14,7.273,91.42,2.37,7.35,82.4,82.32,109.08,95.26,Normal
kidney,Drug C,35.25,34.13,52.16,6.808,29.4,10.13,38.1,40.73,30.29,29.48,44.48,Severe Toxicity
kidney,Drug B,36.0,25.33,81.45,7.216,76.17,3.57,12.87,98.14,70.24,82.73,88.52,Mild Toxicity
liver,Drug A,5.33,28.7,97.97,7.352,98.85,0.84,1.93,67.78,99.37,105.27,92.04,Normal
kidney,Drug B,34.39,25.75,83.89,7.186,75.45,3.54,12.86,88.14,70.43,86.51,79.54,Mild Toxicity
lungs,Drug A,23.3,14.77,96.35,7.392,95.25,1.23,1.65,70.29,95.09,112.56,104.34,Normal
heart,Drug C,11.49,12.84,89.76,7.323,87.78,2.12,5.95,77.02,85.95,100.1,85.38,Normal
liver,Drug A,11.5,8.69,99.29,7.444,94.27,0.91,1.81,67.38,91.4,105.89,91.85,Normal
lungs,Drug A,6.91,26.5,96.26,7.312,91.03,1.07,1.38,80.82,94.51,106.81,91.43,Normal
heart,Drug C,22.95,11.37,87.61,7.237,81.35,3.24,9.83,84.56,81.81,92.15,78.99,Mild Toxicity
lungs,Drug B,24.21,15.54,90.75,7.304,84.81,1.94,6.27,81.59,88.21,89.86,82.07,Normal
lungs,Drug C,50.97,28.87,38.57,6.6,7.35,11.93,46.75,25.24,11.92,8.45,33.23,Severe Toxicity
lungs,Drug B,50.84,6.82,91.29,7.338,90.82,1.87,5.4,76.97,82.56,100.69,95.41,Normal
liver,Drug A,43.17,2.79,99.5,7.427,98.33,1.27,1.6,70.55,89.85,102.58,92.38,Normal
liver,Drug B,48.19,3.87,95.62,7.351,90.98,1.66,5.14,69.67,89.58,100.96,86.92,Normal
kidney,Drug B,47.32,17.6,83.34,7.122,77.79,3.54,11.54,83.8,74.08,74.45,91.14,Mild Toxicity
liver,Drug C,57.64,19.16,55.12,6.859,31.19,9.65,35.95,35.2,34.09,39.73,49.1,Severe Toxicity
liver,Drug A,41.91,15.08,100.0,7.35,97.01,1.14,1.0,69.44,95.83,107.28,96.68,Normal
lungs,Drug C,47.81,3.82,89.24,7.284,88.99,2.39,7.04,85.71,83.68,88.26,91.59,Normal
heart,Drug C,17.24,26.23,75.75,7.226,71.35,4.72,15.91,95.83,68.71,79.15,83.13,Mild Toxicity
lungs,Drug A,58.32,6.07,94.79,7.379,98.73,1.16,1.47,75.72,93.92,104.08,92.83,Normal
heart,Drug A,36.67,28.34,95.76,7.349,98.45,0.78,1.4,73.28,92.63,98.61,94.33,Normal
kidney,Drug A,9.03,25.9,96.04,7.459,100.0,0.87,2.33,76.2,95.51,105.72,96.73,Normal
lungs,Drug C,41.43,7.43,84.92,7.273,82.49,3.6,10.82,82.14,77.85,73.03,79.27,Mild Toxicity
lungs,Drug B,48.66,2.97,93.09,7.351,94.94,1.5,3.37,73.37,94.18,105.13,99.81,Normal
heart,Drug C,16.7,28.88,78.22,7.151,70.69,4.63,17.02,96.6,68.29,73.75,73.37,Mild Toxicity
liver,Drug B,50.02,29.05,72.54,7.008,63.29,5.6,19.48,100.75,65.62,79.1,64.66,Severe Toxicity
liver,Drug C,54.43,26.98,43.46,6.651,14.79,12.0,46.43,33.21,16.06,10.25,38.01,Severe Toxicity
heart,Drug B,39.62,29.85,80.02,7.136,66.15,4.8,16.41,95.2,74.36,70.65,81.8,Mild Toxicity
kidney,Drug B,34.7,19.67,81.82,7.209,80.09,3.48,10.29,84.69,79.73,96.86,86.22,Mild Toxicity
heart,Drug B,21.25,34.1,84.63,7.125,77.95,3.32,10.35,88.76,76.59,82.1,74.42,Mild Toxicity
kidney,Drug C,52.2,3.48,88.46,7.267,85.05,2.43,6.67,82.67,76.76,88.12,90.86,Normal
kidney,Drug A,33.28,26.93,97.14,7.402,96.6,0.77,1.14,79.01,84.91,100.94,93.4,Normal
liver,Drug C,40.2,29.85,51.86,6.804,28.59,10.08,38.72,38.12,35.29,30.21,42.01,Severe Toxicity
lungs,Drug A,42.3,12.15,97.28,7.42,94.88,1.07,1.38,69.7,94.21,106.44,91.9,Normal
lungs,Drug C,40.4,29.47,51.59,6.867,26.99,10.05,37.76,44.66,36.15,21.95,63.07,Severe Toxicity
lungs,Drug C,11.68,3.53,93.94,7.348,95.72,1.4,2.35,72.08,85.31,103.81,97.72,Normal
liver,Drug B,27.65,15.6,90.93,7.311,85.53,2.19,6.94,82.04,86.96,89.1,89.54,Normal
liver,Drug C,22.35,33.0,71.75,6.991,55.64,6.63,23.56,100.71,49.92,60.16,60.74,Severe Toxicity
heart,Drug B,53.94,31.39,67.74,7.01,55.11,6.54,22.28,117.05,56.43,68.8,68.21,Severe Toxicity
heart,Drug A,33.23,1.12,95.36,7.457,100.0,1.05,1.97,73.02,87.13,108.53,90.36,Normal
lungs,Drug C,29.22,12.6,85.24,7.21,79.59,3.93,12.72,90.78,72.38,79.0,87.07,Mild Toxicity
heart,Drug A,10.26,24.09,94.59,7.363,98.03,0.93,1.17,70.82,95.25,111.19,106.49,Normal
lungs,Drug A,39.03,16.38,98.13,7.428,100.0,1.02,1.37,80.0,91.05,102.45,91.32,Normal
lungs,Drug A,29.98,2.28,94.97,7.416,99.4,0.95,2.41,73.48,97.99,100.55,103.16,Normal
lungs,Drug B,14.1,31.1,87.7,7.333,89.13,2.45,7.49,82.56,83.64,84.05,89.48,Normal
lungs,Drug C,12.72,14.6,93.55,7.35,87.09,2.11,6.61,79.19,83.07,92.31,89.48,Normal
liver,Drug B,22.8,15.08,89.88,7.305,86.45,2.22,5.58,75.62,84.81,90.23,94.51,Normal
heart,Drug A,18.1,9.84,98.25,7.427,95.04,1.05,0.89,72.0,89.35,105.5,86.7,Normal
lungs,Drug C,22.68,14.54,84.41,7.252,78.67,3.46,11.79,80.0,75.22,77.97,76.85,Mild Toxicity
lungs,Drug B,45.46,28.23,74.71,7.105,66.31,4.74,17.77,94.77,65.21,54.9,69.59,Mild Toxicity
heart,Drug C,16.23,9.32,91.53,7.319,87.23,2.26,5.78,78.46,84.71,95.6,86.43,Normal
liver,Drug B,21.63,24.44,87.79,7.274,86.34,2.64,7.61,74.95,79.66,85.6,90.23,Normal
heart,Drug A,38.29,15.51,94.6,7.398,97.15,1.02,1.23,59.49,98.65,103.32,93.14,Normal
lungs,Drug C,17.09,29.92,74.57,7.145,68.47,4.7,17.21,92.89,62.76,71.23,79.74,Mild Toxicity
heart,Drug B,30.61,6.14,94.65,7.311,94.04,1.92,4.13,86.34,84.64,105.99,86.23,Normal
heart,Drug B,46.23,24.42,77.88,7.11,72.96,4.51,15.35,85.38,65.13,65.65,72.36,Mild Toxicity
heart,Drug A,26.64,32.84,98.38,7.418,100.0,0.83,1.83,65.2,91.21,101.29,96.95,Normal
liver,Drug B,11.61,1.58,98.42,7.318,97.31,1.02,2.02,68.5,88.81,92.94,96.36,Normal
lungs,Drug C,23.03,34.43,65.01,6.957,52.17,7.24,25.33,94.64,45.52,54.61,74.35,Severe Toxicity
kidney,Drug B,46.38,12.73,85.52,7.271,87.15,2.9,8.65,89.43,82.24,100.76,81.5,Mild Toxicity
lungs,Drug B,19.8,15.81,91.26,7.281,91.65,2.17,5.43,80.08,92.88,96.23,91.5,Normal
heart,Drug C,25.16,33.66,61.81,6.927,49.91,7.54,27.34,114.27,46.94,54.71,70.59,Severe Toxicity
lungs,Drug A,49.84,5.42,97.12,7.404,95.1,1.15,1.52,70.33,92.8,106.25,91.45,Normal
liver,Drug B,23.92,15.13,92.4,7.277,86.77,2.6,6.03,85.21,78.25,87.08,85.0,Normal
lungs,Drug B,33.6,12.68,89.06,7.254,87.65,2.31,7.6,72.68,83.23,93.85,89.4,Normal
lungs,Drug A,13.64,15.27,96.66,7.327,97.38,1.09,1.02,76.37,95.1,91.46,88.12,Normal
liver,Drug A,4.56,2.24,100.0,7.407,98.69,1.25,1.83,73.31,94.09,103.78,99.67,Normal
kidney,Drug C,55.34,10.61,69.84,7.063,66.29,5.29,19.07,95.64,73.26,76.24,83.64,Mild Toxicity
heart,Drug A,47.02,7.42,97.78,7.409,95.77,1.09,1.36,66.44,92.11,103.94,93.16,Normal
kidney,Drug B,31.54,5.52,90.82,7.351,92.22,1.74,2.93,67.87,80.87,111.83,94.11,Normal
lungs,Drug A,7.91,26.56,98.71,7.37,99.51,1.01,1.55,72.62,89.23,111.25,91.21,Normal
heart,Drug A,48.38,26.32,96.49,7.398,93.29,0.86,0.96,74.43,90.78,108.07,87.63,Normal
liver,Drug A,31.19,10.01,97.32,7.433,99.67,1.08,1.19,72.49,94.21,97.37,92.82,Normal
liver,Drug B,9.7,20.01,93.51,7.361,91.9,1.56,3.3,82.04,90.71,101.93,85.47,Normal
lungs,Drug B,41.4,7.67,92.83,7.27,91.76,2.38,5.33,76.21,87.77,103.39,86.46,Normal
lungs,Drug C,41.2,16.8,70.56,7.075,57.76,6.33,22.92,93.87,52.46,50.36,71.74,Severe Toxicity
kidney,Drug A,7.11,27.04,94.96,7.43,97.31,1.54,1.7,72.66,91.25,104.02,98.27,Normal
kidney,Drug C,38.9,22.43,63.48,6.926,46.34,7.52,28.36,43.8,46.13,46.07,63.5,Severe Toxicity
heart,Drug A,23.16,16.88,96.11,7.491,99.83,1.03,2.48,64.45,87.43,103.46,95.52,Normal
kidney,Drug A,2.9,24.93,95.86,7.407,100.0,0.91,1.56,72.6,92.34,94.45,101.59,Normal
liver,Drug A,44.23,5.62,95.21,7.395,96.42,1.13,1.79,77.84,100.0,98.3,92.74,Normal
lungs,Drug B,3.07,27.98,93.6,7.335,97.74,1.3,2.96,71.78,87.67,112.72,102.43,Normal
kidney,Drug B,58.06,11.32,86.07,7.216,81.32,3.01,10.03,87.93,80.14,104.34,77.75,Mild Toxicity
kidney,Drug B,50.08,18.58,82.15,7.206,74.03,3.76,13.26,93.53,66.06,81.33,85.13,Mild Toxicity
liver,Drug A,43.26,29.89,97.43,7.445,100.0,1.24,1.72,60.95,89.29,109.04,96.19,Normal
liver,Drug A,23.88,22.27,97.83,7.4,98.93,1.01,1.28,73.79,92.12,100.78,86.83,Normal
heart,Drug A,10.6,32.15,97.3,7.406,95.99,0.98,1.75,81.93,90.28,106.24,78.09,Normal
heart,Drug A,33.38,3.92,96.99,7.419,96.38,0.89,1.55,69.52,88.2,113.96,85.32,Normal
heart,Drug B,40.84,4.14,95.27,7.322,93.22,1.52,3.47,77.43,88.67,104.16,88.65,Normal
liver,Drug B,24.1,14.71,91.16,7.313,93.01,2.01,6.25,83.55,84.25,100.37,99.61,Normal
heart,Drug A,45.02,7.5,98.8,7.404,94.0,1.31,1.25,69.8,92.85,114.7,93.99,Normal
heart,Drug A,28.67,25.86,95.46,7.42,98.73,1.02,0.9,71.17,95.12,98.91,98.17,Normal
kidney,Drug A,58.2,35.89,97.9,7.399,100.0,0.8,1.61,71.19,98.44,112.0,92.42,Normal
heart,Drug C,11.35,2.06,100.0,7.385,92.5,1.04,2.63,77.07,87.74,94.22,85.88,Normal
liver,Drug A,48.87,34.79,96.09,7.418,100.0,1.28,0.86,73.17,96.28,103.1,75.67,Normal
lungs,Drug C,51.71,21.19,56.99,6.766,34.17,9.34,35.57,38.72,35.34,36.11,51.9,Severe Toxicity
liver,Drug B,25.18,25.13,85.82,7.297,83.46,2.84,9.38,82.51,75.24,88.56,84.17,Mild Toxicity
kidney,Drug B,26.35,1.89,95.77,7.373,95.68,1.01,2.29,74.86,92.88,103.98,90.11,Normal
kidney,Drug C,5.32,27.09,89.31,7.342,89.38,1.99,5.53,75.05,85.55,99.62,81.97,Normal
kidney,Drug B,32.4,31.0,82.7,7.085,74.02,3.93,14.13,96.34,68.13,81.99,78.22,Mild Toxicity
kidney,Drug A,32.29,23.45,95.43,7.405,97.02,0.93,0.96,73.19,88.52,126.06,97.07,Normal
liver,Drug B,44.01,6.78,92.14,7.315,89.32,2.04,5.31,78.46,85.29,90.32,86.18,Normal
kidney,Drug A,56.05,11.0,96.73,7.381,99.21,0.92,1.82,75.18,88.88,105.23,99.46,Normal
kidney,Drug A,13.99,29.12,97.61,7.341,96.3,1.13,1.43,69.33,90.07,106.68,101.17,Normal
lungs,Drug A,28.55,19.97,97.33,7.403,95.47,1.62,1.94,69.08,91.97,96.74,104.11,Normal
liver,Drug A,24.6,9.26,96.38,7.396,96.71,1.37,1.32,70.8,91.04,99.26,98.91,Normal
heart,Drug B,3.59,6.19,99.57,7.388,98.57,0.92,2.58,72.63,86.5,99.25,95.96,Normal
liver,Drug A,14.08,14.9,96.23,7.4,94.85,1.08,1.66,71.48,95.92,103.51,103.71,Normal
liver,Drug A,33.61,7.8,97.22,7.391,98.34,0.98,1.05,62.91,88.0,101.89,99.65,Normal
heart,Drug C,28.58,16.03,78.21,7.164,68.33,4.32,16.07,99.0,65.6,73.28,86.87,Mild Toxicity
lungs,Drug B,43.9,17.21,84.6,7.25,83.43,3.32,10.53,89.49,65.4,103.51,83.17,Mild Toxicity
heart,Drug C,22.24,26.68,72.14,7.099,63.23,5.29,19.63,93.46,59.27,65.7,65.28,Mild Toxicity
heart,Drug B,16.07,12.33,94.85,7.359,93.9,1.45,4.4,77.49,86.4,92.75,86.9,Normal
lungs,Drug A,13.91,24.5,96.11,7.448,94.74,0.88,1.27,73.08,90.31,108.67,97.58,Normal
lungs,Drug A,46.78,2.1,97.76,7.415,93.76,1.16,1.96,73.93,90.63,113.24,97.5,Normal
lungs,Drug B,13.56,32.16,88.81,7.307,86.69,2.47,6.95,87.89,80.43,83.0,85.68,Normal
kidney,Drug C,53.33,31.22,32.9,6.6,5.0,12.0,52.6,20.0,8.0,8.0,31.13,Severe Toxicity
heart,Drug B,36.4,8.83,91.4,7.318,90.9,1.66,6.37,74.78,83.93,97.87,93.7,Normal
heart,Drug A,39.77,15.69,97.81,7.365,96.32,1.01,1.9,68.89,100.0,115.15,98.21,Normal
kidney,Drug A,28.26,12.07,99.06,7.404,100.0,1.18,1.12,71.0,97.66,111.54,91.28,Normal
kidney,Drug A,18.29,33.55,95.51,7.357,95.67,1.41,1.55,66.01,89.01,119.34,88.6,Normal
liver,Drug A,23.58,11.99,94.81,7.362,95.73,1.15,2.29,73.52,86.85,117.47,89.79,Normal
heart,Drug A,8.09,28.14,97.93,7.369,100.0,0.58,1.27,83.23,89.75,101.04,99.28,Normal
liver,Drug A,14.73,31.15,98.3,7.425,100.0,0.93,1.71,74.32,95.78,98.93,96.48,Normal
kidney,Drug B,26.38,2.48,96.56,7.393,92.43,1.59,2.76,76.18,92.17,99.53,92.38,Normal
kidney,Drug C,30.02,22.03,70.85,7.094,56.1,6.09,21.31,107.53,52.41,82.41,71.14,Mild Toxicity
heart,Drug A,50.88,24.59,96.73,7.334,96.04,1.16,1.82,76.5,87.52,95.71,98.27,Normal
heart,Drug A,46.61,9.68,99.41,7.382,97.74,0.89,1.25,66.97,93.42,114.78,88.82,Normal
heart,Drug C,48.93,7.54,83.05,7.191,75.02,4.04,13.19,75.61,74.67,98.33,95.45,Mild Toxicity
heart,Drug C,23.88,16.96,84.13,7.257,72.58,3.96,14.26,94.76,69.31,84.66,82.18,Mild Toxicity
heart,Drug C,35.02,6.09,88.86,7.33,83.97,2.93,8.62,74.95,81.58,94.7,84.84,Mild Toxicity
kidney,Drug A,18.89,10.91,97.76,7.397,98.83,1.11,1.34,64.85,88.96,104.18,87.19,Normal
lungs,Drug B,35.11,17.32,88.01,7.183,87.51,2.84,8.55,90.63,76.69,96.67,85.63,Mild Toxicity
kidney,Drug C,19.28,21.3,79.43,7.123,73.24,4.18,13.71,80.45,65.8,90.2,73.6,Mild Toxicity
lungs,Drug C,15.48,24.97,84.26,7.173,73.91,3.97,13.3,97.08,71.62,83.93,84.94,Mild Toxicity
heart,Drug C,32.42,35.24,54.36,6.795,29.37,9.54,36.04,40.68,27.89,19.13,59.83,Severe Toxicity
lungs,Drug C,40.43,6.57,87.69,7.325,80.9,3.02,10.02,80.85,73.91,87.75,91.79,Mild Toxicity
heart,Drug B,8.74,9.44,97.42,7.385,98.41,1.06,3.22,79.93,87.45,91.91,103.18,Normal
liver,Drug B,50.9,12.42,86.2,7.251,84.66,3.25,9.48,83.43,73.48,86.81,84.98,Mild Toxicity
lungs,Drug A,5.5,26.94,94.49,7.366,97.61,1.33,1.01,70.68,83.98,99.6,84.65,Normal
lungs,Drug B,45.15,17.73,82.47,7.174,76.29,3.55,12.22,91.44,74.22,81.5,82.06,Mild Toxicity
liver,Drug B,26.7,30.41,84.3,7.211,79.4,3.66,11.76,87.9,75.38,74.62,84.37,Mild Toxicity
liver,Drug B,23.78,1.24,96.1,7.407,100.0,1.64,1.53,76.38,91.51,110.12,103.55,Normal
liver,Drug A,48.03,22.17,96.62,7.41,95.29,1.12,1.76,73.29,96.41,110.99,90.21,Normal
lungs,Drug B,26.21,25.04,81.3,7.249,84.9,3.15,9.92,83.84,74.36,90.98,78.38,Mild Toxicity
liver,Drug A,53.86,11.7,94.91,7.366,94.87,1.01,1.08,68.37,97.81,113.22,87.11,Normal
lungs,Drug C,55.02,8.93,76.67,7.106,66.93,4.68,16.45,93.44,65.07,76.07,74.58,Mild Toxicity
heart,Drug B,54.74,25.08,72.13,7.086,65.28,5.0,19.19,99.08,60.76,55.95,63.58,Mild Toxicity
heart,Drug C,12.59,11.4,89.5,7.346,90.39,2.11,5.59,74.47,86.44,98.37,95.92,Normal
heart,Drug A,35.65,15.96,96.33,7.394,100.0,0.87,3.04,70.3,94.92,115.6,85.11,Normal
kidney,Drug B,58.02,10.62,86.92,7.297,78.25,2.57,9.31,79.82,82.02,92.06,80.07,Mild Toxicity
heart,Drug A,31.91,27.92,95.96,7.419,100.0,0.98,1.23,77.64,93.67,110.68,90.47,Normal
kidney,Drug C,23.09,34.14,66.0,6.975,51.97,7.26,24.77,86.08,47.52,46.45,67.48,Severe Toxicity
lungs,Drug A,47.07,3.26,96.95,7.398,97.68,1.19,1.51,73.4,88.87,107.79,87.17,Normal
kidney,Drug A,37.05,4.86,95.83,7.377,97.74,1.24,1.37,75.13,92.69,112.21,88.89,Normal
kidney,Drug B,30.71,17.83,84.48,7.232,84.88,2.88,8.42,88.34,72.69,95.05,93.67,Mild Toxicity
liver,Drug A,30.99,15.41,96.68,7.396,96.6,1.22,2.15,84.85,91.54,107.83,90.58,Normal
liver,Drug B,13.02,2.35,96.44,7.441,99.31,1.06,2.23,77.57,91.43,102.13,98.07,Normal
lungs,Drug A,6.12,11.84,96.52,7.428,99.56,1.02,1.24,69.66,88.98,102.19,111.94,Normal
liver,Drug A,3.9,13.98,96.6,7.358,100.0,1.12,1.56,67.31,93.95,113.97,96.96,Normal
liver,Drug A,17.41,2.8,97.71,7.407,95.68,1.06,1.95,77.81,97.05,115.55,97.44,Normal
liver,Drug B,41.07,28.76,76.8,7.072,70.42,4.9,16.19,98.16,65.9,81.48,71.17,Mild Toxicity
kidney,Drug A,21.56,13.82,96.95,7.399,93.11,1.09,1.09,69.9,88.88,110.62,94.35,Normal
kidney,Drug B,59.31,14.64,81.58,7.175,74.19,3.84,12.28,87.05,72.95,89.33,72.25,Mild Toxicity
heart,Drug C,56.04,19.26,54.7,6.831,36.14,9.02,34.18,43.61,38.04,17.86,52.52,Severe Toxicity
liver,Drug B,21.01,9.36,97.92,7.314,93.14,1.65,4.04,69.33,86.21,102.47,92.75,Normal
lungs,Drug C,40.3,25.31,56.49,6.821,41.15,8.54,33.15,44.25,33.34,36.86,65.04,Severe Toxicity
heart,Drug B,27.39,20.96,86.42,7.277,85.96,2.95,9.16,88.59,79.04,95.33,90.05,Mild Toxicity
lungs,Drug C,34.42,23.12,69.82,6.923,51.23,7.17,25.72,103.39,53.07,56.74,62.08,Severe Toxicity
lungs,Drug B,28.14,14.02,85.39,7.298,88.92,2.05,6.36,78.27,77.69,96.07,85.18,Mild Toxicity
lungs,Drug B,24.59,9.31,93.01,7.33,86.55,1.87,3.89,77.03,93.74,108.98,90.29,Normal
lungs,Drug B,8.49,5.12,94.0,7.4,95.28,1.37,2.03,75.22,91.9,113.52,95.0,Normal
lungs,Drug A,14.44,8.24,98.1,7.447,96.88,1.01,1.07,65.35,94.89,106.27,88.07,Normal
liver,Drug A,20.3,11.62,96.43,7.353,93.38,0.92,1.84,81.28,96.97,107.35,103.73,Normal
kidney,Drug B,47.6,8.06,90.33,7.314,90.13,2.05,5.77,82.84,78.66,100.98,79.3,Normal
lungs,Drug B,2.29,20.82,95.87,7.38,96.95,1.27,1.52,68.84,89.51,98.35,103.72,Normal
heart,Drug B,57.04,3.6,91.84,7.367,95.94,1.46,4.47,83.9,88.27,105.36,84.17,Normal
kidney,Drug B,5.28,14.52,93.33,7.344,99.98,1.11,2.47,74.07,88.44,111.0,91.04,Normal
heart,Drug A,58.0,15.09,96.4,7.362,96.94,0.91,1.68,76.88,94.69,116.23,85.62,Normal
kidney,Drug B,21.92,7.03,94.95,7.344,92.3,1.71,2.99,74.0,90.0,99.88,83.2,Normal
heart,Drug A,17.66,7.28,96.42,7.377,96.23,0.93,1.81,83.37,91.86,114.4,92.81,Normal
liver,Drug B,56.16,24.35,76.77,7.069,65.06,5.03,18.73,97.05,59.19,69.16,78.64,Mild Toxicity
lungs,Drug C,26.76,14.73,77.4,7.132,76.37,4.11,13.84,81.15,77.61,86.35,68.31,Mild Toxicity
kidney,Drug C,41.05,16.74,71.28,6.999,55.28,6.11,23.16,98.07,55.59,56.42,77.42,Severe Toxicity
lungs,Drug A,28.28,11.21,97.37,7.464,94.15,1.12,1.95,76.96,96.6,118.45,89.69,Normal
lungs,Drug B,39.45,23.29,83.27,7.235,74.44,3.87,13.65,78.2,71.45,74.6,82.97,Mild Toxicity
liver,Drug A,59.26,35.85,95.79,7.392,97.79,0.85,1.79,77.49,93.35,103.18,102.54,Normal
lungs,Drug C,35.85,16.44,72.77,7.053,62.94,5.6,19.54,92.02,56.98,76.48,74.11,Mild Toxicity
heart,Drug C,17.65,18.24,84.98,7.205,79.95,3.51,11.44,82.68,70.75,77.36,79.03,Mild Toxicity
heart,Drug B,59.78,28.42,68.19,6.993,52.79,6.1,23.8,115.87,59.24,48.79,57.22,Severe Toxicity
liver,Drug B,45.9,34.93,70.29,6.964,61.08,5.95,22.12,99.86,62.94,52.62,60.62,Severe Toxicity
kidney,Drug A,47.48,30.56,98.01,7.403,98.44,1.23,1.2,64.63,89.71,111.01,90.86,Normal
liver,Drug C,41.37,9.84,82.02,7.207,74.13,4.08,13.26,80.34,74.49,77.68,74.62,Mild Toxicity
kidney,Drug A,9.08,26.8,96.92,7.337,97.91,1.1,1.79,84.06,82.31,114.06,98.69,Normal
heart,Drug B,24.01,19.78,87.56,7.287,87.24,2.56,7.68,87.55,80.31,78.96,81.42,Normal
liver,Drug B,19.08,13.45,92.98,7.344,90.28,1.75,4.96,78.4,90.29,101.22,90.65,Normal
liver,Drug A,32.15,13.55,97.25,7.392,99.87,0.92,1.24,71.82,95.39,102.64,89.28,Normal
kidney,Drug A,32.25,31.69,98.84,7.413,98.71,1.31,1.06,71.89,88.56,110.74,98.48,Normal
liver,Drug C,55.63,6.03,86.02,7.229,73.9,3.28,11.85,83.26,72.07,89.99,81.47,Mild Toxicity
liver,Drug C,26.15,16.16,81.39,7.124,75.04,3.94,14.5,90.87,69.08,74.2,79.03,Mild Toxicity
kidney,Drug C,24.97,4.05,95.85,7.359,91.37,1.72,4.07,69.32,83.38,97.98,92.31,Normal
kidney,Drug A,21.58,33.73,95.8,7.381,96.03,1.2,1.84,74.22,90.0,106.65,99.36,Normal
lungs,Drug C,34.95,19.45,70.16,7.079,56.43,6.06,22.1,98.45,58.82,67.8,76.43,Severe Toxicity
lungs,Drug A,21.27,34.54,96.91,7.459,99.39,1.02,1.74,74.98,96.06,107.56,102.86,Normal
liver,Drug A,56.25,3.58,97.14,7.324,100.0,1.16,1.85,72.37,94.37,114.82,96.85,Normal
heart,Drug C,13.25,1.77,95.94,7.416,97.51,1.09,1.05,72.78,94.74,103.75,93.52,Normal
liver,Drug C,26.01,22.44,76.85,7.101,62.9,5.36,19.11,90.2,57.59,78.32,62.78,Mild Toxicity
lungs,Drug B,47.22,7.73,90.08,7.264,89.24,2.33,6.08,89.96,79.67,89.36,99.15,Normal
heart,Drug A,32.97,17.22,96.2,7.437,100.0,1.31,1.77,74.37,96.71,112.51,93.96,Normal
heart,Drug B,12.49,24.61,94.17,7.296,89.98,2.06,5.45,69.84,86.99,93.59,83.35,Normal
kidney,Drug C,30.8,31.88,57.42,6.861,36.06,8.27,31.96,48.18,46.6,25.72,61.23,Severe Toxicity
heart,Drug A,52.37,31.98,95.51,7.377,97.9,1.33,1.62,67.67,84.74,106.51,94.14,Normal
lungs,Drug A,36.9,15.94,98.29,7.496,97.22,1.27,1.3,72.06,90.83,91.62,94.6,Normal
lungs,Drug B,51.96,26.4,75.6,7.079,64.64,5.35,18.19,93.91,64.22,62.85,75.0,Mild Toxicity
lungs,Drug C,4.51,18.3,93.88,7.368,93.49,1.68,3.92,67.2,87.29,104.5,83.53,Normal
kidney,Drug A,37.9,10.86,96.95,7.379,97.91,0.82,1.51,69.63,89.44,96.04,83.55,Normal
kidney,Drug B,37.38,31.71,76.06,7.141,66.87,4.61,17.02,93.99,66.45,78.3,77.1,Mild Toxicity
lungs,Drug A,36.71,14.63,94.72,7.407,95.92,0.92,0.74,64.34,96.06,105.62,99.16,Normal
heart,Drug A,58.27,1.44,97.54,7.364,96.73,1.2,1.37,69.18,87.65,120.78,103.19,Normal
lungs,Drug A,29.2,11.04,100.0,7.387,94.95,1.15,1.67,70.12,94.96,115.61,97.36,Normal
liver,Drug B,24.11,6.59,92.33,7.282,96.54,1.36,3.17,76.98,86.84,99.55,89.66,Normal
heart,Drug B,41.02,11.56,89.23,7.254,85.01,2.69,7.2,88.8,73.39,86.57,79.44,Normal
lungs,Drug A,8.92,21.72,95.34,7.41,98.44,1.15,1.02,77.76,91.48,119.26,99.8,Normal
heart,Drug B,21.4,10.01,95.22,7.387,96.75,1.33,4.57,77.17,83.67,96.41,89.82,Normal
heart,Drug A,24.68,8.47,95.99,7.387,96.07,0.94,1.52,74.01,98.49,112.93,93.77,Normal
liver,Drug A,7.67,26.47,99.17,7.427,99.54,1.23,1.68,64.21,89.35,116.66,84.3,Normal
kidney,Drug B,25.73,13.31,87.88,7.318,89.64,2.16,5.47,76.69,85.27,87.49,87.42,Normal
heart,Drug A,43.54,31.77,99.85,7.418,100.0,0.88,1.66,73.47,92.14,99.62,88.74,Normal
liver,Drug A,50.11,20.2,98.38,7.346,100.0,1.08,1.59,71.29,89.83,107.14,95.59,Normal
liver,Drug B,28.46,27.62,83.39,7.149,76.7,3.15,11.73,91.31,70.74,77.02,82.73,Mild Toxicity
lungs,Drug A,12.01,30.25,96.05,7.407,95.73,0.95,1.68,72.75,90.6,94.16,93.65,Normal
lungs,Drug B,38.37,17.7,83.43,7.234,81.43,3.57,9.87,85.11,72.88,91.37,90.37,Mild Toxicity
kidney,Drug B,14.06,29.32,91.07,7.318,88.54,2.33,6.61,72.65,84.99,95.1,94.68,Normal
liver,Drug A,30.29,25.77,94.01,7.343,97.4,0.75,1.73,59.12,94.09,115.5,95.12,Normal
liver,Drug A,21.85,2.26,98.99,7.417,98.81,1.13,1.07,68.43,96.29,108.01,98.72,Normal
